"Project","Strain","StrainShort","Diet","StrainColors","ID","BW_Week7","BW_Week8","BW_Week9","BW_Week10","BW_Week11","BW_Week12","BW_Week13","BW_Week14","BW_Week15","BW_Week16","BW_Week17","BW_Week18","BW_Week19","BW_Week20","BW_Week21","BW_Week22","BW_Week23","BW_Week24","BW_PercGain_Week7","BW_PercGain_Week8","BW_PercGain_Week9","BW_PercGain_Week10","BW_PercGain_Week11","BW_PercGain_Week12","BW_PercGain_Week13","BW_PercGain_Week14","BW_PercGain_Week15","BW_PercGain_Week16","BW_PercGain_Week17","BW_PercGain_Week18","BW_PercGain_Week19","BW_PercGain_Week20","BW_PercGain_Week21","BW_PercGain_Week22","BW_PercGain_Week23","BW_PercGain_Week24","Liver_Weight","Liver_Percentage","Heart_Weight","Heart_Percentage","scWAT_Weight","scWAT_Percentage","eWAT_Weight","eWAT_Percentage","Spleen_Weight","Spleen_Percentage","Kidney_Weight","Kidney_Percentage","Gastrocnemius_Weight","Gastrocnemius_Percentage","BAT_Weight","BAT_Percentage","Food_intake_CLAMS","BW_loss_CLAMS","VO2_DAY","VCO2_DAY","RER_DAY","EE_DAY","XAMB_DAY","VO2_NIGHT","VCO2_NIGHT","EE_NIGHT","RER_NIGHT","XAMB_NIGHT","BW_EchoMRI","Fat_mass_g","Lean_mass_g","Fat_mass_perc","Lean_mass_perc","BW_ogtt","ogtt_glycemia_t0","ogtt_glycemia_t15","ogtt_glycemia_t30","ogtt_glycemia_t45","ogtt_glycemia_t60","ogtt_glycemia_t90","ogtt_glycemia_t120","ogtt_glycemia_t150","ogtt_glycemia_t180","ogtt_AUC","BW_itt","itt_glycemia_t0","itt_glycemia_t15","itt_glycemia_t30","itt_glycemia_t45","itt_glycemia_t60","itt_AUC","ogtt_insulin_t0","ogtt_insulin_t15","ogtt_insulin_t30","ogtt_insulin_t60","insulin_AUC","ogtt_glp1_t0","ogtt_glp1_t15","ogtt_glp1_t30","ogtt_glp1_t60","glp1_AUC","HOMA_IR","plasma_ASAT","plasma_ALAT","plasma_Cholesterol","plasma_HDL-Cholesterol","plasma_LDL-Cholesterol","plasma_TGL","plasma_Crea","plasma_Urea","ALAT_ASAT_ratio","Urea_Crea_ratio","Fibrosis_perc","Steatosis_perc","Steatosis_score","Ballooning_score","Lobular_inflammation_score","NAS_score","urine_creatinine","urine_glucose","urine_albumin","urine_ACR","plasma_GDF_15","plasma_TIMP_1","plasma_FGF_21","TG_mg_dl","Chol_mg_dl","TG_mg_dl_mg_prot","Chol_mg_dl_mg_prot","ATP","CS_activity","NAD"
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-002580",23.8,26.5,27.7,29,31.3,33,34.4,36.2,37.52,38.4,39.28,40.24,40.1,39.5,40.6,42.64,43.34,44.9,0,11.344537815126,16.3865546218487,21.8487394957983,31.5126050420168,38.6554621848739,44.5378151260504,52.1008403361345,57.6470588235294,61.344537815126,65.0420168067227,69.0756302521009,68.4873949579832,65.9663865546218,70.5882352941176,79.1596638655462,82.1008403361345,88.6554621848739,2.5603,5.7022271714922,0.1453,0.323608017817372,1.8662,4.15634743875278,2.6393,5.87817371937639,0.0933,0.207795100222717,0.2931,0.652783964365256,0.3323,0.740089086859688,0.0367,0.0817371937639198,0.869999999999976,1.4,1808.86546970803,1387.62282607739,0.79,8682.33124378722,2668,2842.50288096977,2237.18782163498,13731.1968964698,0.78,18034,40.24,16.402,19.455,40.759,48.347,39.5,113,369,390,342,327,211,181,164,154,24360,41.8,207,176,185,184,207,-1140,2062.14,3764.51,3828.76,3408.47,78534.15,57.71,33.12,9.77,3.28,-1807.05,14.44812958156,160,142,6.8,4.7,0.64,0.37,24,7,0.8875,291.666666666667,2.57103436689525,29.41975403,1.5,0,0.5,2,28.63,14,0.3,10.4785190359762,172.558804271051,2176.58250921944,2640.39255952328,21.0088563862977,27.9680349969784,0.933726950502119,1.24302377764349,11.7168008803081,1.73568513658457,3703.5186978412
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-002581",22.36,26.6,28,30.3,32.45,33.4,35.08,37.2,39.76,40.7,42.04,43.45,43.67,43.7,45.17,46.7,47.05,48.6,0,18.9624329159213,25.2236135957066,35.5098389982111,45.1252236135957,49.3738819320215,56.8872987477639,66.3685152057245,77.8175313059034,82.0214669051879,88.0143112701252,94.3202146690519,95.304114490161,95.438282647585,102.01252236136,108.855098389982,110.420393559928,117.352415026834,3.3736,6.94156378600823,0.1728,0.355555555555556,1.9444,4.00082304526749,2.8341,5.83148148148148,0.1073,0.220781893004115,0.2993,0.615843621399177,0.3126,0.64320987654321,0.0705,0.145061728395062,0.569999999999993,2.7,1742.97254389242,1296.62401942473,0.763,8196.89001214045,982,2347.94079193127,1787.23851326111,11198.779347217,0.7665,2661,43.45,19.548,19.648,44.989,45.22,43.2,123,377,357,322,281,182,158,150,140,18675,45.8,206,172,184,200,216,-930,2324.54,8151.24,4040.57,3496.69,138881.4,21.59,83.99,23.69,NA,NA,17.7278951040503,237,288,7.8,5.418,0.91,0.39,23,5,1.21518987341772,217.391304347826,2.6136406058068,34.71150208,2,1,1,4,33.04,18,0.2,6.05326876513317,270.549740857635,2758.42085381324,2977.48501786238,26.5461174602982,31.4280123721691,1.40455647938086,1.66285779746927,10.7164507577652,1.69959958931345,3123.25100979007
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-002582",23.4,26.4,27.67,29.3,30.6,31.83,33.8,34.9,35.15,36.3,37.08,37.03,35.6,35.29,35.2,35.4,36.01,36.1,0,12.8205128205128,18.2478632478633,25.2136752136752,30.7692307692308,36.025641025641,44.4444444444444,49.1452991452991,50.2136752136752,55.1282051282051,58.4615384615385,58.2478632478633,52.1367521367522,50.8119658119658,50.4273504273504,51.2820512820513,53.8888888888889,54.2735042735043,0.9326,2.58337950138504,0.1398,0.387257617728532,0.9,2.49307479224377,1.2777,3.5393351800554,0.1291,0.357617728531856,0.3763,1.04238227146814,0.3654,1.01218836565097,0.0427,0.118282548476454,1.31,2.41,2050.9867038474,1585.56761235047,0.778,9659.90942774006,7726,3852.05383123181,2909.24345295829,18214.0960816764,0.753,68582,37.03,10.085,22.727,27.236,61.375,34.9,71,367,299,203,170,138,102,88,81,16260,34.8,87,77,63,68,77,-795,783.82,4012.53,3364.09,1186.28,125838.75,63.37,62.08,23.69,NA,NA,3.45056114458253,232,190,1.6,1.001,0.29,0.47,26,5,0.818965517241379,192.307692307692,NA,NA,2,0,2.5,4.5,19.38,8,NA,NA,160.670841963097,3299.10178781481,3501.94184935836,15.6774216029528,28.9591174284055,0.725806555692257,1.3406998809447,10.5663982393838,2.11316022122605,NA
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-002583",24.85,28,30.5,32.26,34.3,36.7,38.8,40.3,41.08,42.2,44.01,44.34,44.32,43.95,45.36,46.2,46.9,47.9,0,12.6760563380282,22.7364185110664,29.8189134808853,38.0281690140845,47.6861167002012,56.1368209255533,62.1730382293762,65.3118712273642,69.8189134808853,77.102615694165,78.430583501006,78.3501006036217,76.8611670020121,82.5352112676056,85.9154929577465,88.7323943661972,92.7565392354124,3.0744,6.41837160751566,0.1619,0.337995824634655,2.213,4.62004175365345,2.4427,5.09958246346555,0.1031,0.215240083507307,0.3068,0.640501043841336,0.3272,0.683089770354906,0.0194,0.0405010438413361,1.23000000000002,2.74,2125.17093404602,1578.45809481254,0.747,10048.6221708413,3975,3718.58185864956,2808.32834512237,17604.8010677582,0.748,14378,44.34,19.603,19.802,44.21,44.659,43.8,137,383,321,298,237,195,163,156,146,14955,45.6,159,156,136,140,160,-675,3649.44,9477.4,5952.09,4495.07,156498.9,21.59,106.77,27.65,18.61,1459.5,31.0000099422345,422,696,6.8,5.702,0.72,0.34,29,6,1.64928909952607,206.896551724138,3.67614803868688,37.9242363,2,0.5,0.5,3,59.98,25,0.4,6.66888962987663,271.683306352686,4218.31834652343,2568.08767110701,15.314272221103,23.1668017728463,0.797618344849115,1.20660425900241,9.01585554944231,1.76892340584437,6321.58708773228
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-002584",25.13,28,30.4,31.94,33.94,35.96,37.8,39.23,39.8,40.9,42.27,43.3,42.4,42.35,43.4,43.7,43.96,46.4,0,11.4206128133705,20.9709510545165,27.0990847592519,35.0576999602069,43.0959013131715,50.4178272980501,56.108237166733,58.3764424990052,62.7536808595304,68.2053322721847,72.3040191006765,68.7226422602467,68.5236768802229,72.7019498607242,73.8957421408675,74.9303621169917,84.6398726621568,3.0114,6.49008620689655,0.1513,0.326077586206897,2.007,4.32543103448276,2.6491,5.70926724137931,0.0939,0.202370689655172,0.3292,0.70948275862069,0.3569,0.769181034482759,0.0151,0.0325431034482759,0.360000000000014,3.09999999999999,1764.1952440144,1253.22942309098,0.737,8264.6320610625,4993,3015.66574861683,2253.17458383095,14237.3731039834,0.7325,25043,43.3,16.632,21.291,38.412,49.171,42.3,144,369,410,382,331,257,229,198,183,24105,42.9,193,174,159,179,198,-1005,2594.09,5708.05,4836.74,4255.91,113988.9,NA,53.16,17.04,4.89,NA,23.1612806866626,258,561,7.1,5.449,0.61,0.4,22,8,2.17441860465116,363.636363636364,2.03142555139194,30.21556282,2,0.5,0.5,3,42.22,19,0.4,9.47418285172904,317.833902544826,1913.25077732205,1786.30300413539,23.4926367141644,27.96302336479,0.978859863090184,1.16512597353292,9.36597809233232,1.87175291345799,3941.16095569735
"Aim2a_Step1","CAST/EiJ","CAST","CD","#107F40","HDP-002600",17.01,16.2,15.1,14.73,14.51,14.7,14.82,15.8,16.29,16.55,16.66,16.71,16.6,16.7,16.7,17.16,17.78,18.1,0,-4.76190476190478,-11.2286890064668,-13.4038800705467,-14.6972369194592,-13.5802469135803,-12.8747795414462,-7.11346266901823,-4.23280423280425,-2.70429159318049,-2.05761316872429,-1.7636684303351,-2.4103468547913,-1.82245737801295,-1.82245737801295,0.88183421516754,4.52674897119341,6.40799529688418,0.5258,2.90497237569061,0.0956,0.52817679558011,0.1094,0.604419889502762,0.1352,0.746961325966851,0.0327,0.180662983425414,0.2004,1.10718232044199,0.2251,1.24364640883978,0.0261,0.144198895027624,2.26999999999998,0.370000000000001,1942.72224100051,2053.33150245057,0.986,10087.1222071996,26268,5889.35482508028,5581.06092614501,29522.0672617036,0.9275,213968,16.71,0.184,14.164,1.103,84.763,15.8,74,158,159,113,107,112,110,106,109,7290,16.6,111,69,35,37,52,-2880,NA,NA,NA,NA,NA,17.04,29.53,1.04,NA,NA,NA,71,52,1.8,1.877,0.16,0.88,23,6,0.732394366197183,260.869565217391,1.70528681097954,2.398895979,0,0,0,0,95.13,44,NA,NA,21.80959008146,939.322920353664,269.672171387711,5.53231555809164,16.1928125903113,0.260958281042058,0.763811914637325,9.76611814134947,2.29719719835963,6725.81346566625
"Aim2a_Step1","CAST/EiJ","CAST","WD","#107F40","HDP-002662",14.79,15.7,15.65,15.56,15.23,14.55,14.3,14.57,14.9,15.36,15.46,15.15,15.43,14.6,16,16.45,16.66,17.3,0,6.15280594996619,5.81473968897905,5.20622041920217,2.97498309668696,-1.62271805273833,-3.31304935767409,-1.48749154834347,0.743745774171746,3.85395537525355,4.53008789722787,2.43407707910751,4.32724814063557,-1.28465179175118,8.18120351588912,11.2237998647735,12.6436781609195,16.9709263015551,0.6211,3.59017341040462,0.096,0.554913294797688,0.1177,0.680346820809248,0.1714,0.990751445086705,0.0345,0.199421965317919,NA,NA,0.2033,1.17514450867052,0.0246,0.142196531791907,2.09,-0.32,4118.28417329514,3644.26323960117,0.89,20189.0377102572,81846,7286.10181969496,6171.97077605109,35215.5655618328,0.862,167250,15.15,0.508,12.395,3.351,81.816,14.4,103,210,118,116,134,124,132,113,115,4755,15.86,120,60,49,56,75,-2925,NA,511.02,NA,NA,NA,11.79,74.42,33.12,29.53,1579.35,NA,84,47,4.3,3.213,1.06,2.24,11,6,0.55952380952381,545.454545454545,2.73109021774864,2.465018988,0,0,0,0,66.99,41,1.2,17.9131213613972,34.7643598423777,1947.77501289133,171.691114069062,NA,NA,NA,NA,10.8665032761467,2.42255706503427,5870.56313270041
"Aim2a_Step1","PWK/PhJ","PWK","CD","#0000FE","HDP-002669",18.77,18,17.54,18.77,19,20.28,20.78,21.7,22.53,23.3,23.26,23.28,22.42,21.57,22.9,23.88,22.89,24.2,0,-4.10229088971763,-6.55301012253596,0,1.22535961640917,8.04475226425147,10.7085775173149,15.6100159829515,20.0319659030368,24.1342567927544,23.9211507725093,24.0277037826319,19.4459243473628,14.917421417155,22.0031965903037,27.2242940863079,21.9499200852424,28.9291422482685,1.2202,5.04214876033058,0.1166,0.481818181818182,0.9071,3.74834710743802,0.9396,3.88264462809917,0.0476,0.196694214876033,0.2493,1.0301652892562,0.1672,0.690909090909091,0.0813,0.33595041322314,1.46000000000001,1.39,2264.7750304013,1792.94689906769,0.755,10883.5415484394,13299,4732.60466732295,3727.44223753547,22598.5327320632,0.8085,30161,23.28,7.296,12.356,31.342,53.077,21.6,61,221,168,131,101,93,89,70,69,8325,23.24,117,113,124,127,138,195,NA,676.48,137.49,428.9,NA,NA,NA,NA,NA,NA,NA,81,44,3.6,3.337,0.27,0.7,23,8,0.54320987654321,347.826086956522,1.86809527566182,8.464470863,0,0,0,0,31.96,28,0.9,28.1602002503129,54.3146488253076,863.373793073598,2514.6221930159,9.66590828408703,15.4864942699395,0.460281346861287,0.737452108092358,5.96478767568649,1.70127328744153,8926.50065370569
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-003022",24.45,27.3,29.7,31.6,33.3,35.5,37.25,37.16,39.25,40.1,41.6,42.83,42.6,43.6,42.22,42.9,43.72,44.6,0,11.6564417177914,21.4723926380368,29.2433537832311,36.1963190184049,45.1942740286299,52.3517382413088,51.9836400817996,60.5316973415133,64.0081799591002,70.1431492842536,75.1738241308794,74.2331288343558,78.3231083844581,72.678936605317,75.4601226993865,78.8139059304704,82.4130879345603,2.3766,5.32869955156951,0.163,0.365470852017937,1.485,3.32959641255605,2.4685,5.5347533632287,0.1032,0.231390134529148,0.2956,0.662780269058296,0.3212,0.720179372197309,0.059,0.132286995515695,2.91999999999999,3.33,2007.60211922673,1500.07198899943,0.776,9522.92640823425,6918,2425.92473509666,1839.58019898083,11576.3690645474,0.775,8440,42.83,16.68,21.39,38.944,49.941,42.9,161,343,329,311,316,256,206,211,190,17850,43.5,148,137,128,144,147,-525,4200.67,5626,4683.6,5600.68,35867.85,13.65,31.35,NA,NA,NA,41.9333423058357,175,339,7.3,5.936,0.74,0.44,19,7,1.93714285714286,368.421052631579,3.07501828995223,16.03321075,1.5,0.5,1,3,51.95,21,0.2,3.84985563041386,183.066734426976,3738.56296581605,2435.55818727927,20.49397813057,27.1922150477265,1.00955557293448,1.33951798264662,10.6164157455109,1.73850719156697,4549.43912704818
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-003023",26.05,27.7,29.01,30.88,32.35,33.53,34.25,34.64,36.7,38.05,38.9,40.2,39.08,39.8,39.23,38.96,38.32,38.45,0,6.33397312859884,11.362763915547,18.5412667946257,24.1842610364683,28.7140115163148,31.4779270633397,32.9750479846449,40.8829174664108,46.0652591170825,49.3282149712092,54.3186180422265,50.0191938579654,52.7831094049904,50.595009596929,49.5585412667946,47.1017274472169,47.6007677543186,1.7532,4.55968790637191,0.1733,0.450715214564369,1.0332,2.68712613784135,1.8125,4.71391417425228,0.0903,0.234850455136541,0.3104,0.807282184655397,0.3253,0.846033810143043,0.071,0.184655396618986,0.589999999999975,2.65000000000001,1824.22551472003,1377.83817587069,0.778,8693.80435828363,3352,2993.37358091207,2303.64873965749,14205.2029897056,0.7575,24594,40.2,11.943,22.557,29.709,56.111,39,121,500,467,341,307,230,204,188,183,27525,39.3,173,167,152,167,159,-495,1434.75,5486.31,3632.26,3101.19,126698.7,NA,63.79,23.5,30.53,NA,10.7640731841092,194,179,6,4.646,0.52,0.86,21,7,0.922680412371134,333.333333333333,2.44578065634916,6.537919044,1,0,1,2,24.46,10,0.2,8.17661488143908,111.820495822556,1390.7197032614,1391.54602664466,14.4340088211531,24.0498523456457,0.677652996298268,1.12910104909135,11.0165557945281,1.97802296821469,10587.4293235696
"Aim2a_Step1","C57BL/6J","C57","WD","#000000","HDP-003024",25.65,27.2,28.5,30.2,31.5,32.7,34.49,34.3,35.7,36.3,36.15,37.22,36.3,35.7,34.33,34.9,35.02,35.3,0,6.04288499025341,11.1111111111111,17.738791423002,22.8070175438597,27.4853801169591,34.4639376218324,33.7231968810916,39.1812865497076,41.5204678362573,40.9356725146199,45.1072124756335,41.5204678362573,39.1812865497076,33.8401559454191,36.0623781676413,36.5302144249513,37.6218323586745,NA,NA,0.1496,0.423796033994334,0.5913,1.67507082152975,1.6526,4.68158640226629,0.0842,0.238526912181303,0.3055,0.865439093484419,0.3056,0.865722379603399,0.0285,0.0807365439093485,0.600000000000023,2.05,1729.50311363695,1337.31095775645,0.78,8282.67238579732,5279,2464.86340591289,1901.48901805996,11742.1278659711,0.755,15924,37.22,11.011,20.954,29.583,56.297,35.24,133,394,404,360,313,271,240,202,185,26205,34.8,160,148,141,149,157,-630,954.65,3003.57,2323.37,2311.52,71795.4,80.41,135.6,70.89,105.65,542.25,7.8724671293436,94,96,5.4,4.886,0.52,0.9,23,8,1.02127659574468,347.826086956522,3.75116571197433,2.407858133,1.5,0.5,1.5,3.5,14.75,8,0.2,13.5593220338983,85.9332792556455,1374.90110834047,933.776252327724,12.7456704288977,24.6668287864177,0.61277261677393,1.18590523011624,12.367028459961,1.94534042754061,8884.69648747611
"Aim2a_Step1","PWK/PhJ","PWK","WD","#0000FE","HDP-003030",18.65,21.6,23.2,25,26.98,28.65,30.1,31.64,32.59,33.67,34.6,35.52,35.07,35.75,36.93,36.45,37.16,37.14,0,15.8176943699732,24.3967828418231,34.0482573726542,44.6648793565684,53.6193029490617,61.3941018766756,69.6514745308311,74.745308310992,80.5361930294906,85.5227882037534,90.4557640750671,88.0428954423593,91.6890080428955,98.0160857908847,95.4423592493298,99.2493297587131,99.142091152815,3.055,8.22563274098007,0.1603,0.431610123855681,2.4696,6.64943457189014,2.601,7.0032310177706,0.0787,0.211900915455035,0.3233,0.870490037695207,0.1964,0.528809908454496,0.0543,0.146203554119548,4.65000000000001,1.8,3058.9384298962,2272.8425205374,0.757,14469.9920953561,6482,3971.06602037503,3057.87036480196,18927.4400067355,0.7755,12805,35.52,19.376,12.753,54.55,35.903,35.34,200,382,294,236,244,244,220,195,185,7770,35.9,154,163,160,170,159,465,6507.42,13244.03,7603.35,2827.47,133927.05,49.46,45,16.09,12.27,-1068,80.6963462920641,591,586,6.5,5.524,0.5,0.89,15,5,0.991539763113367,333.333333333333,9.55508072196623,26.89596558,2,0.5,2,4.5,NA,NA,NA,NA,187.067086466241,6573.47823888679,6442.78978566518,8.89154012979642,17.2164340738445,0.368943573850474,0.714374857835871,5.01445505927074,2.02485420402807,2820.79279152477
"Aim2a_Step1","PWK/PhJ","PWK","WD","#0000FE","HDP-003031",18.3,21.36,22.74,24.4,26.26,27.13,28.57,29.81,30.32,30.3,30.95,31.44,31.22,31.92,32.51,32.34,32.84,32.83,0,16.7213114754098,24.2622950819672,33.3333333333333,43.4972677595628,48.2513661202186,56.120218579235,62.896174863388,65.6830601092896,65.5737704918033,69.1256830601093,71.8032786885246,70.6010928961748,74.4262295081967,77.6502732240437,76.7213114754098,79.4535519125683,79.3989071038251,2.3023,7.01279317697228,0.1515,0.461468169357295,2.3439,7.13950654888821,2.302,7.01187937861712,0.0725,0.220834602497715,0.3189,0.971367651538227,0.1689,0.514468473956747,0.072,0.219311605239111,1.90000000000001,2.08,3121.67307316438,2267.51449605838,0.746,14844.079838426,9026,4009.62929181054,2925.03224965796,18836.0247703433,0.7445,17228,31.44,16.145,12.12,51.351,38.549,31.25,195,339,201,232,221,218,219,187,179,4755,32,161,152,153,169,173,-135,3891.16,11386.34,5576.13,4065.74,162976.8,49.46,59.29,35.55,65.86,-269.85,47.0466536610335,388,361,7,5.135,0.49,1.23,15,6,0.930412371134021,400,5.38665171586953,15.81692123,1.5,0.5,1.5,3.5,21.25,19,2.1,98.8235294117647,275.087130453593,4549.63669760642,6038.67447721759,14.4148688091247,26.1994363262276,0.572018603536693,1.0396601716757,5.66468263892362,1.94211314560326,3632.38969371792
"Aim2a_Step1","PWK/PhJ","PWK","WD","#0000FE","HDP-003032",16.65,17.54,18.1,18.93,20.04,20.16,20.18,20.74,20.87,20.84,20.8,21.72,23.47,23.7,21.95,23.64,22.54,22.86,0,5.34534534534535,8.70870870870873,13.6936936936937,20.3603603603604,21.0810810810811,21.2012012012012,24.5645645645646,25.3453453453454,25.1651651651652,24.9249249249249,30.4504504504505,40.960960960961,42.3423423423424,31.8318318318318,41.981981981982,35.3753753753754,37.2972972972973,1.394,6.09798775153106,0.1328,0.58092738407699,0.945,4.13385826771654,1.2348,5.40157480314961,0.0401,0.175415573053368,0.2684,1.17410323709536,0.1685,0.737095363079615,0.086,0.376202974628171,4.29999999999998,-0.470000000000002,2581.75225669423,2146.79208071001,0.845,12536.8587999697,1686,5221.16968823485,4436.9233103239,25498.7214715922,0.8525,22471,21.72,7.37,11.709,33.934,53.908,22.35,89,206,150,143,119,110,113,101,108,6090,23.3,149,148,137,147,146,-225,914.78,3314.72,652.49,898.67,28130.4,33.9,89.32,19.84,28.81,409.5,5.04802742548801,129,154,4.6,4.527,0.44,1.42,18,10,1.1937984496124,555.555555555556,2.75052453267713,4.584730148,0.5,0,0.5,1,NA,NA,NA,NA,77.7645528267918,1199.63202623717,108.458157496902,6.89733039994871,17.7517137167217,0.320806065113894,0.825661103103334,6.71505026759366,1.95325703028492,NA
"Aim2a_Step1","PWK/PhJ","PWK","WD","#0000FE","HDP-003033",15.52,17.2,18.7,20.15,21.64,22,22.99,23.32,23.74,24.5,25,24.97,25.26,25.74,24.88,25.57,25.93,25.93,0,10.8247422680412,20.4896907216495,29.8324742268041,39.4329896907217,41.7525773195876,48.1314432989691,50.2577319587629,52.9639175257732,57.860824742268,61.0824742268041,60.889175257732,62.7577319587629,65.8505154639175,60.3092783505155,64.7551546391753,67.0747422680412,67.0747422680412,1.6199,6.2472040107983,0.1352,0.521403779406093,1.2965,5,1.6562,6.38719629772464,0.0556,0.214423447743926,0.2629,1.01388353258774,0.1817,0.700732741997686,0.079,0.304666409564211,1.18000000000001,2.17,2570.43579561274,1900.84184458479,0.767,12142.1587496153,3760,5642.15230866169,4393.52424424483,26988.013468048,0.777,13903,24.97,10.613,11.526,42.504,46.159,24.6,91,216,147,163,160,145,132,118,117,9525,25.2,158,155,142,151,149,-390,2011.44,5508.93,1685.39,1833.1,42680.85,51.66,66.07,NA,52.97,NA,11.3491546184967,291,327,4.7,4.325,0.39,0.6,8,5,1.12371134020619,625,7.98298805095356,18.31389427,2,0,2,4,16.54,15,2,120.918984280532,173.643217924679,2851.42458505846,4468.71328977705,14.7284372411251,28.9434358582443,0.69473760571345,1.36525640840775,7.16520782273796,1.99491847142419,5119.90158127205
"Aim2a_Step1","PWK/PhJ","PWK","CD","#0000FE","HDP-003039",20.4,20.3,19.5,20.3,20.56,21.8,22.39,22.25,23.12,23.53,24.12,24.2,22.09,23.94,23.48,24.02,23.96,23.39,0,-0.490196078431362,-4.41176470588235,-0.490196078431362,0.784313725490197,6.86274509803923,9.75490196078432,9.0686274509804,13.3333333333333,15.343137254902,18.2352941176471,18.6274509803922,8.2843137254902,17.3529411764706,15.0980392156863,17.7450980392157,17.4509803921569,14.6568627450981,1.0431,4.45959811885421,0.1326,0.566908935442497,1.0601,4.53227875160325,0.9762,4.17357845233006,0.0445,0.190252244548953,0.2279,0.974348011970928,0.2,0.855066267635742,0.05,0.213766566908935,0.329999999999984,3.21,2200.96993486361,1657.18064681287,0.756,10420.3622322724,4741,5190.09016696533,3976.88938191541,24698.6616605512,0.7485,24100,24.2,8.279,12.407,34.211,51.27,22,61,162,167,167,128,103,96,89,100,9855,23.2,111,131,122,136,134,840,117.55,1131.59,411.85,422.27,24039.6,27.29,27.06,16.09,46.51,-339.45,0.444598001899801,82,42,3.4,3.074,0.24,0.75,12,9,0.51219512195122,750,3.95495788904269,2.515892029,0,0,0,0,24.2,10,1.4,57.8512396694215,45.1175646066144,465.89879128336,3430.94824285636,11.0543181709565,16.9609047087383,0.472406759442587,0.724824987552918,6.46496273695794,1.80901165127065,9722.13085220892
"Aim2a_Step1","PWK/PhJ","PWK","CD","#0000FE","HDP-003040",19.5,18.2,18.7,19.4,19.58,20.34,20.78,20.98,20.8,21.11,21.52,21.05,20.43,20.88,20.43,21.89,22.29,22.14,0,-6.66666666666667,-4.10256410256411,-0.51282051282052,0.410256410256402,4.30769230769231,6.56410256410257,7.58974358974359,6.66666666666667,8.25641025641025,10.3589743589744,7.94871794871795,4.76923076923077,7.07692307692307,4.76923076923077,12.2564102564103,14.3076923076923,13.5384615384615,1.0928,4.93586269196025,0.1256,0.567299006323396,0.8686,3.92321589882565,0.657,2.96747967479675,0.0445,0.200993676603433,0.2288,1.03342366757001,0.1965,0.887533875338753,0.042,0.18970189701897,1.25,3.06,1989.8833002165,1485.77953082832,0.764,9368.29878555117,2138,5080.83535988612,3899.39092203209,24160.3046501972,0.754,32528,21.05,5.463,12.395,25.952,58.884,19.25,67,212,169,150,120,103,101,96,86,9510,21,105,123,122,133,129,945,NA,551,541.47,203.57,NA,NA,NA,NA,28.81,NA,NA,53,42,3.4,3.277,0.28,1.42,16,7,0.792452830188679,437.5,3.36742854614183,3.740273952,0,0,0,0,NA,NA,NA,NA,61.6191383167775,509.443248516493,4815.01247754102,9.80577673549838,15.2158739160981,0.430077926995543,0.667362891056934,6.36492772470365,1.81520836462108,6549.69760808741
"Aim2a_Step1","A/J","A","CD","#942192","HDP-003050",22.7,20,21.6,22.6,22.95,22.87,23.08,23.26,23.7,23.76,24.13,22.83,23.54,23.99,24.93,25.08,25.46,26.4,0,-11.8942731277533,-4.84581497797356,-0.440528634361224,1.10132158590308,0.748898678414104,1.67400881057268,2.46696035242292,4.40528634361234,4.66960352422909,6.29955947136564,0.572687224669599,3.70044052863436,5.68281938325991,9.82378854625551,10.4845814977974,12.1585903083701,16.2995594713656,0.9936,3.81566820276498,0.0977,0.375192012288786,0.5248,2.01536098310292,0.4881,1.87442396313364,0.0525,0.201612903225806,0.2298,0.882488479262673,0.2758,1.05913978494624,0.06,0.230414746543779,0.939999999999998,1.43,1749.40929041697,1338.84784198976,0.764,8309.74005669349,1830,2709.00969275786,2473.80669348939,13430.3723884418,0.878,13201,22.83,3.92,15.62,17.169,68.419,23,68,243,345,233,167,96,90,83,88,14175,25.3,127,112,111,117,132,-615,NA,278.59,302.09,679.25,NA,59.29,35.55,65.86,64.57,-159,NA,69,36,3.3,2.75,0.25,1.14,19,6,0.521739130434783,315.789473684211,3.30890745091373,4.539411068,0,0,0,0,45.29,18,0.4,8.83197173769044,39.9180570333894,1552.5952324561,2667.45165031967,3.92512266383504,12.2558840676427,0.195279734519156,0.609745476002125,5.46461261441504,2.233471205,5957.4148093056
