"Project","Strain","StrainShort","Diet","StrainColors","ID","BW_Week7","BW_Week8","BW_Week9","BW_Week10","BW_Week11","BW_Week12","BW_Week13","BW_Week14","BW_Week15","BW_Week16","BW_Week17","BW_Week18","BW_Week19","BW_Week20","BW_Week21","BW_Week22","BW_Week23","BW_Week24","BW_PercGain_Week7","BW_PercGain_Week8","BW_PercGain_Week9","BW_PercGain_Week10","BW_PercGain_Week11","BW_PercGain_Week12","BW_PercGain_Week13","BW_PercGain_Week14","BW_PercGain_Week15","BW_PercGain_Week16","BW_PercGain_Week17","BW_PercGain_Week18","BW_PercGain_Week19","BW_PercGain_Week20","BW_PercGain_Week21","BW_PercGain_Week22","BW_PercGain_Week23","BW_PercGain_Week24","Liver_Weight","Liver_Percentage","Heart_Weight","Heart_Percentage","scWAT_Weight","scWAT_Percentage","eWAT_Weight","eWAT_Percentage","Spleen_Weight","Spleen_Percentage","Kidney_Weight","Kidney_Percentage","Gastrocnemius_Weight","Gastrocnemius_Percentage","BAT_Weight","BAT_Percentage","Food_intake_CLAMS","BW_loss_CLAMS","VO2_DAY","VCO2_DAY","RER_DAY","EE_DAY","XAMB_DAY","VO2_NIGHT","VCO2_NIGHT","EE_NIGHT","RER_NIGHT","XAMB_NIGHT","BW_EchoMRI","Fat_mass_g","Lean_mass_g","Fat_mass_perc","Lean_mass_perc","BW_ogtt","ogtt_glycemia_t0","ogtt_glycemia_t15","ogtt_glycemia_t30","ogtt_glycemia_t45","ogtt_glycemia_t60","ogtt_glycemia_t90","ogtt_glycemia_t120","ogtt_glycemia_t150","ogtt_glycemia_t180","ogtt_AUC","BW_itt","itt_glycemia_t0","itt_glycemia_t15","itt_glycemia_t30","itt_glycemia_t45","itt_glycemia_t60","itt_AUC","ogtt_insulin_t0","ogtt_insulin_t15","ogtt_insulin_t30","ogtt_insulin_t60","insulin_AUC","ogtt_glp1_t0","ogtt_glp1_t15","ogtt_glp1_t30","ogtt_glp1_t60","glp1_AUC","HOMA_IR","plasma_ASAT","plasma_ALAT","plasma_Cholesterol","plasma_HDL-Cholesterol","plasma_LDL-Cholesterol","plasma_TGL","plasma_Crea","plasma_Urea","ALAT_ASAT_ratio","Urea_Crea_ratio","Fibrosis_perc","Steatosis_perc","Steatosis_score","Ballooning_score","Lobular_inflammation_score","NAS_score","urine_creatinine","urine_glucose","urine_albumin","urine_ACR","plasma_GDF_15","plasma_TIMP_1","plasma_FGF_21","TG_mg_dl","Chol_mg_dl","TG_mg_dl_mg_prot","Chol_mg_dl_mg_prot","ATP","CS_activity","NAD"
"Aim2a_Step1","A/J","A","CD","#942192","HDP-003051",24.3,23.9,23.49,24.4,25,25.3,25.3,25.46,25.7,26,26,25.58,25.4,26.15,26.04,26.19,26.42,26.58,0,-1.64609053497943,-3.33333333333334,0.411522633744847,2.88065843621399,4.11522633744856,4.11522633744856,4.77366255144033,5.76131687242798,6.99588477366255,6.99588477366255,5.26748971193415,4.52674897119341,7.61316872427983,7.16049382716049,7.77777777777778,8.72427983539095,9.38271604938271,1.0827,4.07336343115124,0.1326,0.498871331828442,0.3833,1.44206170052671,0.5221,1.96425884123401,0.0498,0.187358916478555,0.2518,0.947328818660647,0.2917,1.0974416854778,0.039,0.146726862302483,0.580000000000013,2.48,1447.80760675667,1130.92364613386,0.777,6897.76527517784,4511,2763.93232321008,2130.86858854362,13063.7898545378,0.8215,17427,25.58,4.954,17.172,19.366,67.131,24.72,98,169,181,147,120,120,118,114,107,5445,25.8,130,117,121,125,132,-405,NA,938.77,551,453.02,NA,87.14,52.35,57.93,19.84,-1398.15,NA,132,39,3.5,1.992,0.29,1.11,20,7,0.295454545454545,350,4.60025630326625,3.991922617,0,0,0,0,NA,NA,NA,NA,43.1626709977061,1740.30968716706,5529.81009026556,5.65284112709274,13.9077269759266,0.237514333071123,0.584358276299437,6.3149102185765,2.156599409,6805.5258205753
"Aim2a_Step1","A/J","A","CD","#942192","HDP-003052",19.4,19.3,19.84,20.68,21.15,21.4,21.84,21.61,21.98,22.71,22.9,22.63,22.13,22.64,22.22,22.15,22.47,22.78,0,-0.515463917525762,2.26804123711341,6.5979381443299,9.02061855670103,10.3092783505155,12.5773195876289,11.3917525773196,13.298969072165,17.0618556701031,18.0412371134021,16.6494845360825,14.0721649484536,16.7010309278351,14.5360824742268,14.1752577319588,15.8247422680412,17.4226804123711,1.2074,5.30026338893766,0.0942,0.41352063213345,0.5656,2.4828797190518,0.403,1.76909569798068,0.0412,0.180860403863038,0.2062,0.905179982440737,0.2572,1.12906057945566,0.03,0.131694468832309,0.359999999999985,2.76,1448.10855667568,1194.9329972953,0.81,6935.87103700516,3775,1800.7459429555,1448.80409392673,8799.78358648881,0.8105,10441,22.63,4.12,15.444,18.204,68.246,21.43,69,178,199,210,172,145,109,105,94,13350,22,135,120,116,119,138,-750,NA,266.6,560.47,453.02,NA,12.27,38.78,NA,19.84,NA,NA,158,37,2.8,2.13,0.19,1.07,17,5,0.234177215189873,294.117647058824,3.17039537704104,7.848900795,0,0,0,0,87.81,25,NA,NA,45.1175646066144,1347.03373361509,2433.73739976133,3.90154104259456,11.4912022812222,0.166732523187802,0.49107702056505,4.31420997349072,2.292633574,NA
"Aim2a_Step1","PWK/PhJ","PWK","CD","#0000FE","HDP-003077",14.97,14.21,14.9,15.85,16.57,17.33,17.44,17.03,17.53,17.76,17.65,17.09,16.5,17.44,15.75,17.22,16.82,17.57,0,-5.07682030728123,-0.467601870407484,5.87842351369405,10.688042752171,15.7648630594522,16.499665998664,13.7608550434202,17.1008684034736,18.6372745490982,17.9024716098864,14.1616566466266,10.2204408817635,16.499665998664,5.21042084168336,15.0300601202405,12.3580494321977,17.3680694722779,0.837,4.76380193511668,0.1006,0.57256687535572,0.3579,2.03699487763233,0.3746,2.13204325554923,0.0417,0.237336368810472,NA,NA,0.1642,0.934547524188959,0.039,0.221969265793967,0.330000000000013,2.03,1936.44954066239,1397.66178514526,0.741,9177.28046628699,9919,4505.10568154853,3368.14764907285,21315.7572655005,0.7595,17422,17.09,3.348,11.13,19.588,65.124,15,59,215,184,198,158,118,141,113,108,15120,16.2,134,104,112,129,114,-855,NA,176.53,NA,NA,NA,NA,32.22,38.78,14.19,NA,NA,114,75,3.2,2.657,0.2,1.45,11,9,0.657894736842105,818.181818181818,4.28990665311178,2.863323927,0,0,0,0,31.4,16,5,159.235668789809,36.0482177907509,685.802180423251,2070.13738685103,6.60135797264632,13.8443098837554,0.364715910090957,0.764878999102507,6.66503276146651,2.10199785125444,10049.0545900278
"Aim2a_Step1","C57BL/6J","C57","CD","#000000","HDP-003088",25.44,24.8,26.15,26.8,27.12,27.15,27.7,27.8,28.3,28.47,28.8,28.95,28.6,27.7,28.14,28.43,28.03,28.36,0,-2.51572327044025,2.79088050314464,5.34591194968553,6.60377358490566,6.72169811320754,8.88364779874213,9.27672955974842,11.2421383647799,11.9103773584906,13.2075471698113,13.7971698113207,12.4213836477987,8.88364779874213,10.6132075471698,11.753144654088,10.1808176100629,11.4779874213836,0.9434,3.32651622002821,0.1574,0.555007052186178,0.3458,1.21932299012694,0.4279,1.50881523272214,0.0741,0.261283497884344,0.2703,0.953102961918195,0.3281,1.15691114245416,0.051,0.179830747531735,1.56,1.32,1484.06602828494,1182.28851725165,0.797,7073.22590951345,2412,3328.04419635202,2960.94687773576,16344.1876946056,0.9375,20613,28.95,2.911,21.578,10.054,74.534,26.8,85,304,231,186,163,136,114,102,110,12240,27.9,105,69,75,82,92,-1335,NA,634.44,NA,NA,NA,68.4,49.46,28.81,14.19,-1471.8,NA,327,481,1.8,1.652,0.1,0.32,16,11,1.47094801223242,687.5,2.48048459522799,2.208452225,0,0,0,0,74.27,29,0.4,5.38575467887438,131.467401161605,2402.8346439817,11283.7606070364,10.5995168089547,12.2619671448104,0.466939066473777,0.540174764088566,9.26594308007803,1.84396503846508,5238.65495037409
"Aim2a_Step1","C57BL/6J","C57","CD","#000000","HDP-003089",23.75,22.89,24.1,24.7,25,25.2,25.7,25.52,25.5,25.32,25.87,26.22,26.3,26.4,27,26.5,26.82,26.95,0,-3.62105263157894,1.47368421052632,4,5.26315789473684,6.10526315789473,8.21052631578947,7.45263157894737,7.36842105263158,6.61052631578947,8.92631578947369,10.4,10.7368421052632,11.1578947368421,13.6842105263158,11.5789473684211,12.9263157894737,13.4736842105263,0.9158,3.39814471243043,0.1357,0.503525046382189,0.3751,1.39183673469388,0.5638,2.09202226345083,0.0616,0.228571428571429,0.2298,0.852690166975881,0.32,1.1873840445269,0.035,0.12987012987013,1.55000000000001,0.199999999999999,1482.25687451395,1297.95509382042,0.857,7240.27584797304,3472,2378.27723384315,2254.75582763365,11850.9868267563,0.984,9906,26.22,2.658,19.528,10.137,74.478,24.8,73,201,330,312,280,175,136,106,116,21510,26.8,121,89,94,103,109,-1155,NA,551,723.09,731.75,NA,41.93,43.48,NA,23.5,NA,NA,65,27,2.2,2.034,0.17,0.45,15,11,0.415384615384615,733.333333333333,2.6073596802692,2.731995106,0,0,0,0,49.7,16,0.2,4.02414486921529,80.820762460776,1552.5952324561,7202.53933328555,8.34837764199686,9.64087278643596,0.425937634795758,0.49188126461408,8.81578552493373,1.87656641597276,7509.52259048567
"Aim2a_Step1","C57BL/6J","C57","CD","#000000","HDP-003090",22.9,21.9,22.5,22.6,22.8,23.3,23.35,23.03,23.5,23.65,24.15,24.26,24.6,24.5,24.68,25.05,25.24,25.93,0,-4.36681222707424,-1.74672489082969,-1.31004366812226,-0.436681222707414,1.7467248908297,1.96506550218342,0.567685589519662,2.62008733624455,3.27510917030568,5.45851528384279,5.93886462882097,7.42358078602621,6.98689956331878,7.77292576419214,9.38864628820962,10.2183406113537,13.2314410480349,0.7913,3.1326207442597,0.2085,0.82541567695962,0.3241,1.28305621536025,0.3583,1.41844813935075,0.0858,0.339667458432304,0.2173,0.860253365003959,0.2843,1.12549485352336,0.051,0.201900237529691,1.47999999999999,1.35,1713.31406592929,1379.87679002151,0.844,8200.70001847063,2057,3512.95280210348,3148.54407961929,17313.3905245659,0.9595,12606,24.26,3.178,17.772,13.098,73.255,23,59,189,236,131,135,108,94,86,78,11295,25.1,88,73,66,74,79,-765,1040.51,1363.7,696.89,117.55,-5460.75,27.06,14.19,32.22,NA,NA,3.80639021420239,92,75,1.6,1.418,0.11,0.25,16,9,0.815217391304348,562.5,7.8777393530519,4.275296211,0,0,0.5,0.5,45.51,12,NA,NA,103.827198313079,1715.04713416389,8158.80215718447,7.53653616627562,12.3570844618804,0.334957162945583,0.549203753861353,7.51533036562797,1.96376527155797,5609.05583443158
"Aim2a_Step1","C57BL/6J","C57","CD","#000000","HDP-003119",22.7,22.4,23.7,24.8,24.95,24.93,25.45,25.59,25.8,26.35,25.6,25.86,26.6,26.2,26.18,26.23,26.06,26.8,0,-1.3215859030837,4.40528634361234,9.25110132158591,9.91189427312775,9.82378854625551,12.1145374449339,12.7312775330397,13.6563876651982,16.079295154185,12.7753303964758,13.920704845815,17.1806167400881,15.4185022026432,15.3303964757709,15.5506607929515,14.8017621145374,18.0616740088106,0.9401,3.50783582089552,0.1448,0.540298507462687,0.3401,1.26902985074627,0.5932,2.2134328358209,0.0593,0.221268656716418,0.2093,0.780970149253731,0.3149,1.175,0.041,0.152985074626866,0.689999999999998,2.62,1588.02347121243,1222.51501750704,0.805,7534.23960124637,8303,2070.52232013791,1802.62123759249,10119.8720160401,0.8455,18671,25.86,3.961,17.886,15.319,69.165,24.9,77,250,252,242,247,203,150,120,104,20055,25.8,129,115,102,125,131,-675,NA,616.23,597.83,816.63,NA,122.17,47.99,45,46.51,-3427.8,NA,41,20,3.3,3.356,0.19,0.42,17,12,0.48780487804878,705.882352941176,3.79653577676566,2.457754135,0,0,0,0,38.73,12,NA,NA,77.7645528267918,1170.08873740588,1535.81618630153,6.80973318872051,13.910187448532,0.319705783508005,0.653060443593051,8.565697994298,1.78484683444644,7984.14373049644
"Aim2a_Step1","C57BL/6J","C57","CD","#000000","HDP-003120",25.7,24.65,25.34,26.16,27.1,27.2,27.35,28.38,28.8,29.24,28.8,28.96,28.93,28.37,27.85,28.1,27.76,28.16,0,-4.08560311284047,-1.40077821011673,1.78988326848249,5.44747081712063,5.83657587548638,6.42023346303503,10.4280155642023,12.0622568093385,13.7743190661479,12.0622568093385,12.6848249027237,12.568093385214,10.3891050583658,8.36575875486382,9.33852140077822,8.01556420233464,9.57198443579767,0.9779,3.47265625,0.1385,0.491832386363636,0.4004,1.421875,0.5649,2.00603693181818,0.0737,0.26171875,0.2303,0.817826704545455,0.3236,1.14914772727273,0.048,0.170454545454545,0.760000000000019,1.93,1585.24676541186,1291.36857717152,0.847,7701.34636926019,5784,1663.66137813945,1345.76429951408,8035.3113791152,0.8115,2710,28.96,4.976,19.502,17.182,67.343,26.7,76,267,327,281,238,191,156,134,107,22155,27.7,119,94,94,103,121,-990,84.14,978.31,799.89,522.26,34885.05,38.78,78.09,49.46,57.93,910.05,0.396488995525942,28,20,2.6,2.41,0.18,0.43,14,10,0.714285714285714,714.285714285714,2.49307104427734,2.560704231,0,0,0,0,40.34,9,0.2,4.95785820525533,69.6581460987087,701.766996550486,3609.45583395358,7.59843462531206,14.1215317891708,0.351779380801484,0.65377461986902,9.51603061071375,1.86145914987417,6089.21436544058
"Aim2a_Step1","A/J","A","WD","#942192","HDP-003164",21.2,22.53,24.6,26.5,27.48,27.64,29.39,30.21,30.5,31.4,31.85,32.3,30.8,31.79,30.91,32.57,32.55,33.04,0,6.27358490566039,16.0377358490566,25,29.622641509434,30.377358490566,38.6320754716981,42.5,43.8679245283019,48.1132075471698,50.2358490566038,52.3584905660377,45.2830188679245,49.9528301886792,45.8018867924528,53.6320754716981,53.5377358490566,55.8490566037736,1.4049,4.2521186440678,0.1176,0.355932203389831,1.3501,4.08625907990315,1.3358,4.04297820823245,0.0517,0.156476997578692,0.2365,0.715799031476998,0.3128,0.946731234866828,0.035,0.105932203389831,0.240000000000009,3.79,1557.21722770372,1189.49298213732,0.76,7404.11214683528,2192,1727.26811121682,1212.79944840561,8096.90548868483,0.7255,4690,32.3,12.707,16.168,39.34,50.057,30.9,85,283,327,318,282,220,176,157,127,24945,31.9,163,167,151,179,169,120,643.49,1017.34,625.36,890.58,5063.85,32.22,49.46,17.98,17.98,-168.6,3.39137462267368,103,54,3.9,3.548,0.45,0.84,15,6,0.524271844660194,400,3.05227935765605,7.344397068,1.5,0,1.5,3,13.6,7,0.1,7.35294117647059,54.3146488253076,1634.64404229141,338.058403994668,10.5218598583777,42.9284871705726,0.438410827432404,1.78868696544053,5.56464762666933,2.319774156,3973.61616021532
"Aim2a_Step1","A/J","A","WD","#942192","HDP-003165",22.08,24.4,26.5,28.5,30.08,29.73,22.66,20.19,25.86,29.36,30.5,29.74,29.8,29.67,29.72,31.79,32.55,33.13,0,10.5072463768116,20.018115942029,29.0760869565218,36.231884057971,34.6467391304348,2.62681159420291,-8.55978260869564,17.1195652173913,32.9710144927536,38.1340579710145,34.6920289855072,34.963768115942,34.375,34.6014492753623,43.9764492753623,47.4184782608696,50.0452898550725,1.5811,4.77241171143978,0.1249,0.376999698158768,1.1673,3.5233926954422,1.4243,4.29912466042861,0.0572,0.172653184424992,0.2803,0.846060971928765,0.2993,0.903410805916088,0.045,0.135828554180501,1.84,0.509999999999998,1890.42939931142,1502.48593973868,0.795,9063.05083613113,2023,3163.96510061373,2954.09404871373,15738.3732758805,0.9135,11587,29.74,9.381,16.829,31.543,56.585,28,81,331,397,399,372,307,226,155,133,35340,30.9,183,192,183,212,205,570,302.09,229.47,NA,NA,NA,49.46,14.19,28.81,46.51,-1148.55,1.51717754452682,247,108,5.3,4.383,0.43,0.63,9,6,0.437246963562753,666.666666666667,0.993799902102145,14.70344448,1,0,0.5,1.5,27.79,13,0.1,3.59841669665347,87.9846955321097,1270.13631447178,727.200206438475,8.08928763051216,28.4291866482305,0.396533707378047,1.39358758079561,5.21452508377932,2.321751924,4545.78427537596
"Aim2a_Step1","A/J","A","WD","#942192","HDP-003166",23.25,24.85,25.05,26.4,27.69,27.29,27.45,28.19,28.6,28.73,28,28.49,27.75,26.92,27.44,28.46,28.56,28.77,0,6.88172043010753,7.74193548387097,13.5483870967742,19.0967741935484,17.3763440860215,18.0645161290323,21.247311827957,23.010752688172,23.5698924731183,20.4301075268817,22.5376344086021,19.3548387096774,15.7849462365591,18.0215053763441,22.4086021505376,22.8387096774193,23.741935483871,1.3764,4.78415015641293,0.1182,0.410844629822732,0.8164,2.83767813694821,0.9157,3.18282933611401,0.0853,0.29648939867918,0.2322,0.807090719499479,0.312,1.0844629822732,0.038,0.132082029892249,1.61000000000001,0.919999999999998,1568.68624389057,1217.68186335152,0.82,7433.11432091505,1987,2612.31037944391,2340.02920359366,12849.7698652883,0.907,7373,28.49,6.558,18.412,23.017,64.625,25.8,75,266,297,234,190,137,120,108,111,16230,27.7,121,127,119,132,133,225,NA,1920.92,914.78,914.78,NA,49.46,52.35,35.55,16.09,-373.95,NA,68,72,3.6,3.047,0.53,0.65,12,5,1.05882352941176,416.666666666667,4.48354156325382,3.146356821,0.5,0,1,1.5,127.68,28,0.2,1.56641604010025,70.6678757780806,2946.3253810458,433.589762976807,6.92323709838097,33.4492434294313,0.360585265540676,1.74214809528288,6.11484019406792,2.396511822,3082.48740534441
"Aim2a_Step1","A/J","A","WD","#942192","HDP-003167",20.9,22.5,22.8,23.5,24.78,26.48,26.82,27.35,27.4,28.6,28.5,28.9,28.56,30,29.4,30.16,30.46,31.46,0,7.6555023923445,9.0909090909091,12.4401913875598,18.5645933014354,26.6985645933014,28.3253588516747,30.8612440191388,31.1004784688995,36.8421052631579,36.3636363636364,38.2775119617225,36.6507177033493,43.5406698564593,40.6698564593301,44.3062200956938,45.7416267942584,50.5263157894737,1.4146,4.4965034965035,0.1275,0.405276541640178,1.1663,3.70724729815639,1.2887,4.09631277813096,0.0574,0.182453909726637,0.2164,0.687857596948506,0.3005,0.95518118245391,0.051,0.162110616656071,0.200000000000017,3.89,1666.43453263062,1223.66207226983,0.744,7903.38698229467,2422,2084.2507270438,1467.58944588677,9747.5849972701,0.7185,7878,28.9,9.862,15.977,34.125,55.285,29.1,77,263,264,264,233,175,149,131,114,19800,29.5,144,144,131,138,159,-285,NA,1256.66,347.36,652.49,NA,NA,35.55,NA,NA,NA,NA,293,100,4.7,4.078,0.43,0.86,9,5,0.341296928327645,555.555555555556,2.43959002159081,4.842010021,1,0,1,2,13.6,7,0.2,14.7058823529412,71.0046841295265,1362.98713591813,431.395845422558,7.5173228517262,28.5493551140332,0.361409752486837,1.37256514971313,6.7650677737208,2.249618831,4527.07022853946
"Aim2a_Step1","A/J","A","WD","#942192","HDP-003400",25.67,27.33,29.62,31.4,32.78,33.5,33.82,34.68,34.6,35.07,34.83,34.33,34.15,32.6,34.34,34.51,33.9,34.62,0,6.46669263731981,15.3876119984418,22.3217763926763,27.6977015971952,30.5025321386833,31.7491234904558,35.0993377483444,34.7876899104012,36.6186209583171,35.6836774444877,33.7358784573432,33.0346708219712,26.9964939618231,33.7748344370861,34.4370860927152,32.0607713283989,34.865601869887,1.6836,4.8630849220104,0.1532,0.442518775274408,1.2481,3.605141536684,1.3549,3.91363373772386,0.0621,0.179376083188908,0.3169,0.915366839976892,0.3126,0.902946273830156,0.0336,0.097053726169844,0.420000000000016,3.66,1661.94255350409,1239.94196581615,0.78,7867.84872985944,4113,1756.93471766492,1322.3245506636,8306.95379156668,0.747,9211,34.33,12.535,17.912,36.513,52.177,32.9,84,251,325,347,271,226,164,146,135,24195,33.9,131,124,134,130,129,-75,1161.26,2604.5,1535.88,2203.55,32887.2,43.33,87.17,NA,30.1,NA,6.0481672337042,129,84,4.6,3.978,0.56,0.91,14,6,0.651162790697674,428.571428571429,0.8338210821874,18.42422867,1.5,0,0.5,2,NA,NA,NA,NA,132.526974501395,2478.56151297232,2670.15592816653,6.6708838388922,25.988269898192,0.290038427777922,1.12992477818226,7.16520782273796,2.156216276,6166.79198919323
"Aim2a_Step1","A/J","A","CD","#942192","HDP-003404",24.5,23.7,23.65,24.34,24.36,24.72,25.19,25.6,25.9,26.01,25.68,26.7,25.97,25.44,25.37,26.46,26.8,27.52,0,-3.26530612244898,-3.46938775510205,-0.653061224489797,-0.571428571428574,0.897959183673465,2.81632653061225,4.48979591836735,5.71428571428571,6.16326530612246,4.81632653061224,8.97959183673469,6,3.83673469387756,3.55102040816327,8,9.38775510204082,12.3265306122449,1.0598,3.85101744186047,0.1119,0.406613372093023,0.6428,2.33575581395349,0.6772,2.46075581395349,0.0438,0.159156976744186,0.2473,0.898619186046512,0.242,0.879360465116279,0.0291,0.105741279069767,1.31,2.23,1495.98725708147,1131.7530554285,0.806,7225.88683479944,2496,2056.89372746322,1930.51226957974,10190.4514827737,0.9535,5155,26.7,5.003,17.802,18.736,66.675,25.3,69,137,173,169,168,151,129,105,108,12390,26.7,123,90,119,124,117,-540,1552.59,543.16,823.73,685.44,-37007.25,110.04,44.79,49,56.74,-2809.95,6.64233711669303,52,33,3.1,3,0.25,0.86,9,6,0.634615384615385,666.666666666667,2.81200620642761,5.079461575,0,0,0,0,18.38,8,0.7,38.0848748639826,38.3023785259604,1245.44570889227,714.742790472246,2.10847103359425,10.0104891732014,0.104379754138329,0.495568770950566,6.36492772470365,2.396466683,6082.65609667947
"Aim2a_Step1","A/J","A","CD","#942192","HDP-003408",25.7,25.4,25.27,25.85,26.35,26.96,26.98,26.9,26.9,26.73,27.29,27.6,26.75,27.29,27.9,28.4,29.12,29.1,0,-1.16731517509728,-1.67315175097276,0.583657587548646,2.52918287937744,4.90272373540857,4.98054474708172,4.6692607003891,4.6692607003891,4.00778210116732,6.18677042801556,7.39299610894943,4.08560311284047,6.18677042801556,8.56031128404669,10.5058365758755,13.307392996109,13.2295719844358,1.0963,3.76735395189003,0.1153,0.396219931271478,0.744,2.55670103092784,0.6662,2.2893470790378,0.053,0.18213058419244,0.2654,0.912027491408935,0.3022,1.03848797250859,0.0243,0.0835051546391752,0.889999999999986,2.57,1317.33086190918,1060.11739264751,0.7915,6315.41773246834,2301,2361.10596231078,1869.41612604263,11148.7949026877,0.864,7514,27.6,5.145,18.393,18.641,66.641,25.9,71,204,249,241,209,165,134,124,118,17655,28.2,113,115,96,105,102,-345,150.66,610.13,657.34,787.19,22092.45,55.5,76.61,38.74,70.42,-186.15,0.663240976299155,298,81,3.2,2.595,0.23,0.9,11,7,0.271812080536913,636.363636363636,2.12988468252392,7.927609921,0,0,0,0,13.42,7,0.2,14.903129657228,55.6378711947741,1765.42526439548,1073.02997354144,3.61848130636776,10.7731644905071,0.15332547908338,0.4564900207842,7.41529535337368,2.136079251,5018.14186176487
"Aim2a_Step1","A/J","A","CD","#942192","HDP-003409",23.8,22.2,21.75,24.05,23.6,24.21,24.26,24.6,24.9,25.43,25.07,26.15,24.88,24.76,25.25,26.03,25.9,25.83,0,-6.72268907563026,-8.61344537815126,1.05042016806723,-0.840336134453779,1.72268907563025,1.9327731092437,3.36134453781513,4.62184873949579,6.84873949579831,5.33613445378151,9.87394957983192,4.53781512605041,4.03361344537815,6.09243697478991,9.36974789915967,8.8235294117647,8.52941176470587,1.061,4.10762679055362,0.1182,0.457607433217189,0.6751,2.61362756484708,0.5534,2.14246999612853,0.0435,0.168408826945412,0.2445,0.9465737514518,0.26596,1.02965543941154,0.0286,0.110723964382501,0.379999999999995,3.35,1494.69815527424,1072.14635610389,0.748,7018.39478042297,3134,1803.02782631066,1362.95729583141,8547.35466889263,0.7565,7960,26.15,4.633,17.732,17.716,67.809,24.3,75,137,163,171,153,133,134,118,128,10830,26.01,131,95,103,107,107,-1320,514.12,581.56,562.41,878.14,2460.3,73.56,13.54,49,21.71,-1637.1,2.39078653035742,319,128,2.9,2.771,0.22,0.97,8,6,0.401253918495298,750,1.86126563202079,14.67496777,0,0,0,0,31.08,8,0.3,9.65250965250965,57.6268308813094,1529.91020377179,2367.17701575261,3.76251859876793,10.8523688232227,0.153572187704813,0.442953829519296,6.06482268794078,2.195427907,4384.02255862261
"Aim2a_Step1","CAST/EiJ","CAST","WD","#107F40","HDP-003417",14.8,16.15,17.05,17.83,18.14,18.76,18.68,19,18.8,18.25,18.42,18.67,19.02,19.3,20.1,19.89,19.65,20.03,0,9.12162162162161,15.2027027027027,20.472972972973,22.5675675675676,26.7567567567568,26.2162162162162,28.3783783783784,27.027027027027,23.3108108108108,24.4594594594595,26.1486486486487,28.5135135135135,30.4054054054054,35.8108108108108,34.3918918918919,32.7702702702703,35.3378378378378,0.642,3.20519221168248,0.1047,0.522715926110834,0.4646,2.31952071892162,0.5461,2.72641038442336,0.0325,0.162256615077384,0.2023,1.0099850224663,0.2171,1.08387418871692,0.0404,0.201697453819271,1.28,1.67,2751.77431468269,2156.61072017502,0.768,13205.8746718314,6237,4894.66807621349,3849.89305947852,23501.7902998416,0.7795,54962,18.67,4.979,11.254,26.666,60.28,18.4,62,248,207,143,131,108,100,93,90,11700,19.55,144,128,105,120,129,-1185,619.61,600.62,3747.62,523.83,93555.45,68.27,52.97,125.08,NA,NA,2.38190889308943,343,83,3.8,3.058,0.97,2.22,8,5,0.24198250728863,625,2.05572140557741,2.964601994,0,0,0,0,NA,NA,NA,NA,25.872831693143,1153.0639714188,152.176314980842,7.53619494323107,28.2995750429352,0.314008122634628,1.1791489601223,8.61571550042515,2.58333928059186,NA
"Aim2a_Step1","CAST/EiJ","CAST","CD","#107F40","HDP-003420",14.8,14.3,12.46,12.8,13.6,14.45,14.3,14.72,13.8,15.12,15.5,15.6,15.15,14.9,15.7,15.73,16.73,16.47,0,-3.37837837837838,-15.8108108108108,-13.5135135135135,-8.10810810810812,-2.36486486486487,-3.37837837837838,-0.540540540540541,-6.75675675675676,2.16216216216215,4.72972972972972,5.4054054054054,2.36486486486486,0.675675675675673,6.08108108108107,6.28378378378378,13.0405405405405,11.2837837837838,0.5619,3.41165755919854,0.0983,0.596842744383728,0.1139,0.691560412871888,0.107,0.649666059502125,0.027,0.163934426229508,0.2017,1.22465088038859,0.2108,1.27990285367335,0.013,0.0789313904068003,2.28,3.45,1808.03234331739,1408.63327460357,0.8265,8601.5098791845,53321,1628.88560281903,1269.36508935313,7702.47116473697,0.8235,25572,15.6,0.468,12.62,3,80.896,14.5,68,159,125,116,113,105,123,103,100,8100,15.65,71,42,27,34,50,-1650,344.66,600.62,NA,115.54,NA,21.71,NA,13.54,NA,NA,1.45316468315058,189,55,1.5,1.507,0.13,1.74,9,7,0.291005291005291,777.777777777778,1.59277223016312,5.829559803,0,0,0,0,70.27,50,0.4,5.69232958588302,17.7960873085224,1066.25898361542,55.8807151921332,2.54128443541666,14.5935035240809,0.110973119450509,0.637270896248076,8.36562796978943,2.37352608396565,4625.58577169895
